0,0,-6.8769378662109375,-7.9070963859558105
1,0,-6.614448547363281,-7.6052775382995605
2,0,-6.351959228515625,-7.3034586906433105
3,0,-6.089469909667969,-7.0016398429870605
4,0,-5.8269805908203125,-6.6998209953308105
5,0,-5.564491271972656,-6.3980021476745605
6,0,-5.302001953125,-6.0961833000183105
7,0,-5.039512634277344,-5.7943644523620605
8,0,-4.7770233154296875,-5.4925456047058105
9,0,-4.514533996582031,-5.1907267570495605
10,0,-4.252044677734375,-4.8889079093933105
11,0,-3.9895548820495605,-4.5870890617370605
12,0,-3.7270560264587402,-4.2852702140808105
13,0,-3.46455717086792,-3.9834513664245605
14,0,-3.2020583152770996,-3.6816325187683105
15,0,-2.9395594596862793,-3.3798136711120605
16,0,-2.6813366413116455,-3.092547655105591
17,0,-2.4295248985290527,-2.826624631881714
18,0,-2.183230400085449,-2.5777747631073
19,0,-1.9686787128448486,-2.319744110107422
20,0,-1.7820887565612793,-2.0327394008636475
21,0,-1.5249125957489014,-1.717145562171936
22,0,-1.30833101272583,-1.3576698303222656
23,0,-1.0785717964172363,-0.9941243529319763
24,0,-0.8488125801086426,-0.6305770874023438
25,0,-0.6190536022186279,-0.2670309543609619
26,0,-0.38929593563079834,0.09651505947113037
27,0,-0.16257160902023315,0.45786231756210327
28,0,0.06235042214393616,0.8178554177284241
29,0,0.3255481719970703,1.1318309307098389
30,0,0.6035998463630676,1.4193828105926514
31,0,0.8816507458686829,1.7069346904754639
32,0,1.159703016281128,1.9944865703582764
33,0,1.4377562999725342,2.282038450241089
34,0,1.7158095836639404,2.5695903301239014
35,0,1.9938628673553467,2.857142210006714
36,0,2.271916151046753,3.1446940898895264
37,0,2.549969434738159,3.432245969772339
38,0,2.8280227184295654,3.7197978496551514
39,0,3.1060760021209717,4.007349967956543
40,0,3.384129285812378,4.2949018478393555
41,0,3.662182569503784,4.582453727722168
42,0,3.9402358531951904,4.8700056076049805
43,0,4.218288898468018,5.157557487487793
44,0,4.496342182159424,5.4451093673706055
45,0,4.77439546585083,5.732661247253418
46,0,5.052448749542236,6.0202131271362305
47,0,5.330502033233643,6.307765007019043
48,0,5.608555316925049,6.5953168869018555
49,0,5.886608600616455,6.882868766784668
50,0,6.164661884307861,7.170438289642334
0,1,1.9117531776428223,10.035372734069824
1,1,1.8368992805480957,9.642420768737793
2,1,1.7620453834533691,9.249468803405762
3,1,1.6871914863586426,8.85651683807373
4,1,1.612337589263916,8.4635648727417
5,1,1.5374836921691895,8.070612907409668
6,1,1.462629795074463,7.677676677703857
7,1,1.3877758979797363,7.284743785858154
8,1,1.3129220008850098,6.891810894012451
9,1,1.2380681037902832,6.498878002166748
10,1,1.1632142066955566,6.105945110321045
11,1,1.08836030960083,5.713012218475342
